Marca,Modelo,Ano,Cor,País,Preço (€),Tipo
Audi,Q3,2019,Cinza,Espanha,57185,Novo
Renault,Clio,2018,Branco,Polônia,32526,Novo
Audi,A4,2019,Branco,Polônia,41698,Novo
Mercedes,Classe A,2020,Branco,Portugal,33913,Novo
Renault,Megane,2018,Prata,Espanha,30642,Novo
Ford,Fiesta,2019,Branco,Polônia,28428,Novo
Ford,Fiesta,2018,Cinza,Polônia,38729,Novo
Volkswagen,Golf,2022,Cinza,Espanha,40372,Novo
Audi,A4,2022,Prata,Polônia,41088,Novo
Fiat,Punto,2018,Cinza,França,12383,Novo
Peugeot,3008,2021,Azul,Países Baixos,36555,Novo
Peugeot,3008,2020,Vermelho,Reino Unido,32504,Novo
Renault,Megane,2021,Vermelho,Polônia,23962,Novo
Audi,Q3,2020,Prata,Alemanha,63700,Novo
Volkswagen,Passat,2021,Preto,Alemanha,36589,Novo
Renault,Captur,2021,Preto,Polônia,18237,Novo
Audi,Q5,2019,Vermelho,Portugal,63205,Novo
Renault,Captur,2018,Vermelho,Polônia,27412,Novo
Fiat,Panda,2019,Preto,Polônia,16837,Novo
Fiat,Panda,2021,Branco,Espanha,26134,Novo
Fiat,Tipo,2022,Cinza,Itália,23121,Novo
Peugeot,308,2021,Azul,Países Baixos,38570,Novo
Renault,Clio,2022,Verde,França,33168,Novo
BMW,Serie 3,2021,Cinza,Países Baixos,57304,Novo
Peugeot,5008,2018,Cinza,Países Baixos,31531,Novo
BMW,Serie 3,2020,Branco,Espanha,73125,Novo
Peugeot,308,2019,Cinza,Alemanha,30004,Novo
Fiat,500,2022,Branco,Espanha,17464,Novo
Renault,Megane,2020,Prata,Polônia,30456,Novo
Renault,Megane,2021,Prata,França,29568,Novo
Ford,Focus,2020,Branco,Reino Unido,23110,Novo
Peugeot,5008,2021,Prata,Reino Unido,34549,Novo
Audi,Q5,2022,Branco,Portugal,66482,Novo
Ford,Mondeo,2019,Branco,Portugal,25473,Novo
Renault,Captur,2022,Preto,Reino Unido,16396,Novo
Fiat,500,2019,Prata,Alemanha,18193,Novo
Mercedes,Classe C,2018,Azul,Alemanha,85626,Novo
Ford,Fiesta,2021,Branco,Polônia,25722,Novo
Ford,Fiesta,2019,Preto,Alemanha,38524,Novo
Audi,Q5,2021,Preto,Espanha,79567,Novo
BMW,X1,2018,Prata,Itália,74468,Novo
Ford,Focus,2020,Preto,Países Baixos,39309,Novo
Audi,A3,2022,Prata,Polônia,67746,Novo
Peugeot,308,2020,Branco,Espanha,32895,Novo
Ford,Focus,2022,Vermelho,Alemanha,37792,Novo
Renault,Talisman,2021,Preto,Alemanha,15482,Novo
BMW,Serie 3,2019,Cinza,Polônia,63274,Novo
Volkswagen,Polo,2018,Branco,Reino Unido,38426,Novo
BMW,Serie 3,2018,Vermelho,Reino Unido,33171,Novo
Renault,Captur,2019,Branco,França,15742,Novo
BMW,X3,2021,Verde,Polônia,69633,Novo
Peugeot,208,2018,Preto,França,34416,Novo
BMW,X1,2021,Branco,Reino Unido,62323,Novo
Mercedes,Classe C,2020,Prata,Portugal,67362,Novo
Peugeot,208,2019,Preto,Países Baixos,21331,Novo
BMW,X1,2022,Preto,Espanha,57657,Novo
Ford,Mondeo,2022,Branco,Polônia,37563,Novo
Peugeot,5008,2019,Cinza,Espanha,17937,Novo
Mercedes,GLA,2020,Prata,Portugal,76577,Novo
Peugeot,5008,2020,Azul,Reino Unido,23772,Novo
Fiat,Tipo,2020,Cinza,Polônia,14433,Novo
Peugeot,3008,2018,Azul,Espanha,24096,Novo
Ford,Fiesta,2022,Cinza,França,24863,Novo
Peugeot,5008,2022,Cinza,Polônia,17575,Novo
Fiat,Punto,2022,Preto,Portugal,15338,Novo
Volkswagen,Polo,2020,Prata,Itália,40824,Novo
BMW,Serie 5,2022,Branco,Alemanha,46797,Novo
Volkswagen,Tiguan,2022,Branco,Polônia,44303,Novo
BMW,Serie 1,2019,Cinza,França,70953,Novo
Renault,Captur,2020,Preto,Portugal,31829,Novo
Peugeot,3008,2019,Branco,Espanha,31757,Novo
Fiat,Panda,2021,Verde,Itália,25861,Novo
Volkswagen,Passat,2018,Prata,Portugal,31474,Novo
Ford,Fiesta,2022,Preto,Polônia,26013,Novo
Audi,A4,2019,Cinza,Alemanha,34058,Novo
Mercedes,Classe A,2018,Vermelho,Países Baixos,74671,Novo
Audi,Q5,2021,Branco,Espanha,71299,Novo
Ford,Fiesta,2021,Branco,Reino Unido,25734,Novo
Fiat,500,2021,Branco,Alemanha,17203,Novo
Audi,A4,2020,Preto,Portugal,81088,Novo
Volkswagen,Passat,2022,Branco,Países Baixos,27136,Novo
Mercedes,GLA,2021,Branco,Portugal,78406,Novo
Volkswagen,Golf,2019,Branco,Polônia,26218,Novo
Mercedes,GLA,2019,Branco,Alemanha,48762,Novo
Ford,Focus,2019,Prata,França,31690,Novo
Fiat,Panda,2022,Vermelho,Portugal,25998,Novo
BMW,Serie 5,2021,Cinza,Portugal,49815,Novo
Fiat,500,2020,Preto,Alemanha,21691,Novo
Renault,Talisman,2021,Branco,Portugal,18233,Novo
Mercedes,Classe C,2020,Branco,Polônia,55847,Novo
Volkswagen,Passat,2021,Prata,França,30361,Novo
Volkswagen,Polo,2020,Preto,Portugal,42288,Novo
BMW,X1,2019,Vermelho,Itália,43331,Novo
Peugeot,3008,2018,Prata,Alemanha,19375,Novo
Ford,Focus,2019,Vermelho,Espanha,30624,Novo
Volkswagen,Polo,2022,Azul,Países Baixos,31970,Novo
Volkswagen,Tiguan,2022,Prata,Espanha,43950,Novo
Renault,Megane,2021,Cinza,Itália,34359,Novo
Renault,Talisman,2019,Prata,Portugal,17913,Novo
Volkswagen,Tiguan,2020,Branco,Reino Unido,25633,Novo
BMW,Serie 5,2021,Vermelho,Alemanha,78096,Novo
Volkswagen,Polo,2020,Prata,Polônia,40182,Novo
Audi,A4,2021,Branco,Reino Unido,40120,Novo
Volkswagen,Golf,2021,Vermelho,Espanha,30685,Novo
Ford,Kuga,2022,Prata,Espanha,17839,Novo
Volkswagen,Polo,2022,Branco,Países Baixos,36246,Novo
Ford,Kuga,2019,Preto,Reino Unido,33656,Novo
Ford,Fiesta,2020,Prata,Polônia,19918,Novo
Peugeot,3008,2021,Prata,Espanha,39162,Novo
Renault,Captur,2021,Prata,Espanha,20846,Novo
Fiat,Tipo,2018,Verde,Portugal,23127,Novo
Volkswagen,Tiguan,2022,Preto,Espanha,26795,Novo
Peugeot,3008,2018,Cinza,Portugal,22206,Novo
Peugeot,3008,2019,Branco,Alemanha,26552,Novo
Renault,Captur,2019,Cinza,Espanha,33194,Novo
Audi,Q5,2018,Cinza,Reino Unido,82066,Novo
Renault,Clio,2018,Azul,Portugal,17052,Novo
Peugeot,3008,2018,Cinza,Reino Unido,36867,Novo
Audi,Q3,2018,Cinza,Alemanha,79872,Novo
Audi,A4,2022,Branco,Portugal,73323,Novo
Volkswagen,Golf,2020,Branco,Itália,32460,Novo
Renault,Captur,2021,Vermelho,Reino Unido,16233,Novo
Ford,Fiesta,2022,Cinza,Itália,18722,Novo
Ford,Focus,2021,Vermelho,Portugal,29813,Novo
Peugeot,5008,2020,Prata,França,16468,Novo
Fiat,Panda,2018,Branco,Países Baixos,14092,Novo
Audi,A3,2019,Cinza,Espanha,51329,Novo
Renault,Captur,2022,Preto,Alemanha,20588,Novo
Audi,Q5,2018,Preto,Alemanha,70973,Novo
Volkswagen,Tiguan,2020,Vermelho,Itália,25528,Novo
Audi,A3,2019,Branco,Polônia,49152,Novo
Peugeot,208,2021,Cinza,Polônia,38460,Novo
Peugeot,308,2020,Preto,Portugal,34437,Novo
Mercedes,GLC,2019,Vermelho,França,67899,Novo
Volkswagen,Golf,2021,Branco,Portugal,37603,Novo
Renault,Talisman,2019,Branco,Portugal,33146,Novo
Renault,Captur,2021,Preto,Países Baixos,17042,Novo
Mercedes,Classe C,2018,Vermelho,Espanha,75305,Novo
Audi,A4,2020,Vermelho,Alemanha,39649,Novo
Renault,Captur,2022,Prata,Itália,16683,Novo
Mercedes,GLA,2020,Cinza,França,53126,Novo
Audi,A3,2020,Cinza,Polônia,56789,Novo
Audi,A3,2020,Cinza,Países Baixos,36273,Novo
Ford,Kuga,2020,Cinza,Portugal,23180,Novo
Ford,Mondeo,2022,Vermelho,Espanha,34634,Novo
Audi,Q3,2021,Azul,Países Baixos,66432,Novo
Volkswagen,Polo,2022,Vermelho,Polônia,23908,Novo
Mercedes,GLC,2019,Preto,França,38235,Novo
Audi,Q3,2022,Branco,França,43331,Novo
Ford,Fiesta,2021,Preto,Espanha,19617,Novo
Fiat,Panda,2022,Cinza,Espanha,27270,Novo
Peugeot,308,2022,Preto,Itália,24215,Novo
Fiat,Tipo,2020,Prata,Alemanha,22146,Novo
Mercedes,GLC,2019,Branco,França,79185,Novo
Audi,A3,2021,Vermelho,Itália,59628,Novo
Ford,Kuga,2018,Vermelho,França,19365,Novo
Fiat,Panda,2019,Branco,Países Baixos,22734,Novo
BMW,Serie 3,2021,Azul,Países Baixos,43583,Novo
Fiat,Panda,2022,Azul,Itália,27250,Novo
Audi,A3,2021,Branco,Países Baixos,57598,Novo
Renault,Captur,2019,Preto,Itália,16356,Novo
Volkswagen,Passat,2022,Prata,Espanha,27204,Novo
Audi,Q5,2019,Preto,Reino Unido,81479,Novo
Renault,Clio,2019,Vermelho,Alemanha,21371,Novo
Fiat,500,2022,Verde,França,21212,Novo
Audi,Q3,2019,Verde,Itália,56303,Novo
BMW,Serie 5,2019,Cinza,Polônia,38469,Novo
BMW,Serie 5,2022,Branco,Polônia,77652,Novo
Audi,A4,2022,Branco,Itália,57684,Novo
Volkswagen,Polo,2022,Azul,França,32358,Novo
Volkswagen,Polo,2020,Branco,Alemanha,30077,Novo
Mercedes,GLC,2021,Preto,Espanha,74090,Novo
BMW,Serie 1,2019,Branco,Portugal,57525,Novo
Fiat,Punto,2022,Cinza,Alemanha,14006,Novo
BMW,Serie 5,2020,Azul,Portugal,39783,Novo
Ford,Fiesta,2020,Preto,França,17949,Novo
Peugeot,5008,2021,Azul,Reino Unido,19186,Novo
Ford,Mondeo,2020,Verde,Países Baixos,27915,Novo
Renault,Captur,2019,Azul,Países Baixos,15960,Novo
Fiat,Tipo,2019,Cinza,França,21484,Novo
Fiat,500,2020,Azul,Alemanha,14917,Novo
Audi,Q5,2021,Azul,Polônia,79924,Novo
Fiat,Tipo,2018,Vermelho,Itália,16267,Novo
Peugeot,308,2019,Prata,Alemanha,29828,Novo
Fiat,Punto,2020,Azul,França,14567,Novo
Ford,Kuga,2021,Preto,Reino Unido,32065,Novo
Mercedes,GLA,2018,Cinza,Polônia,71574,Novo
Peugeot,208,2021,Preto,Itália,21012,Novo
Volkswagen,Golf,2018,Verde,Itália,38228,Novo
Mercedes,Classe C,2022,Branco,Portugal,40897,Novo
Volkswagen,Tiguan,2019,Cinza,Portugal,40183,Novo
BMW,X1,2022,Preto,Reino Unido,36012,Novo
Renault,Megane,2018,Vermelho,Alemanha,27363,Novo
Volkswagen,Polo,2021,Preto,França,40929,Novo
BMW,Serie 1,2020,Preto,Alemanha,74688,Novo
Audi,A3,2018,Preto,Países Baixos,73033,Novo
Audi,A3,2022,Verde,Espanha,66581,Novo
BMW,Serie 3,2022,Branco,Portugal,72983,Novo
Ford,Focus,2020,Prata,Itália,33831,Novo
Renault,Clio,2018,Preto,França,20939,Novo
BMW,X3,2019,Cinza,Itália,79684,Novo
Audi,A4,2021,Branco,Portugal,84934,Novo
Renault,Captur,2020,Preto,Países Baixos,32124,Novo
Volkswagen,Passat,2019,Preto,Espanha,18794,Novo
Mercedes,GLC,2018,Vermelho,França,69601,Novo
Audi,A4,2018,Preto,Reino Unido,33104,Novo
Mercedes,Classe C,2020,Preto,Itália,75878,Novo
Audi,A3,2020,Cinza,Itália,65607,Novo
Ford,Focus,2019,Branco,Itália,23361,Novo
Volkswagen,Passat,2022,Cinza,França,24898,Novo
Ford,Kuga,2020,Branco,Reino Unido,31172,Novo
Ford,Kuga,2019,Cinza,Portugal,36747,Novo
Volkswagen,Golf,2020,Cinza,Alemanha,34895,Novo
Renault,Captur,2018,Preto,Espanha,31408,Novo
BMW,Serie 1,2021,Preto,Reino Unido,78041,Novo
Volkswagen,Polo,2019,Preto,Reino Unido,22331,Novo
Peugeot,5008,2019,Cinza,Polônia,25947,Novo
Renault,Talisman,2022,Prata,Países Baixos,24748,Novo
Volkswagen,Polo,2022,Prata,Reino Unido,42925,Novo
BMW,X1,2021,Azul,Reino Unido,70561,Novo
Peugeot,5008,2022,Cinza,Espanha,28715,Novo
Volkswagen,Passat,2020,Prata,Portugal,18097,Novo
Renault,Megane,2019,Preto,Polônia,25198,Novo
Mercedes,Classe C,2020,Prata,Polônia,78950,Novo
Ford,Fiesta,2022,Azul,Portugal,35802,Novo
Mercedes,GLC,2018,Preto,Reino Unido,42495,Novo
Mercedes,GLA,2018,Preto,Portugal,65148,Novo
Peugeot,3008,2020,Verde,Itália,27805,Novo
Ford,Fiesta,2020,Cinza,França,31388,Novo
Ford,Focus,2019,Prata,França,25002,Novo
Fiat,Panda,2022,Cinza,Alemanha,24361,Novo
Peugeot,308,2018,Preto,Países Baixos,27438,Novo
Ford,Kuga,2019,Vermelho,Itália,29792,Novo
Renault,Clio,2022,Verde,Portugal,31634,Novo
Audi,A3,2019,Azul,Polônia,65865,Novo
Audi,Q5,2021,Branco,Espanha,67358,Novo
Mercedes,Classe C,2021,Prata,Polônia,66947,Novo
Peugeot,208,2020,Prata,Polônia,27003,Novo
Renault,Clio,2021,Cinza,Polônia,24777,Novo
Audi,Q5,2020,Prata,Alemanha,31564,Novo
Peugeot,208,2022,Cinza,Portugal,16171,Novo
Fiat,Panda,2022,Branco,França,20157,Novo
BMW,Serie 5,2019,Cinza,Países Baixos,72408,Novo
BMW,Serie 5,2022,Branco,Itália,54092,Novo
Ford,Kuga,2019,Preto,Espanha,22297,Novo
Mercedes,GLA,2019,Preto,Reino Unido,53204,Novo
Audi,A4,2022,Verde,Portugal,35848,Novo
Volkswagen,Passat,2018,Azul,Espanha,39597,Novo
Volkswagen,Passat,2018,Preto,Portugal,22216,Novo
Peugeot,3008,2021,Prata,Espanha,37313,Novo
Audi,Q3,2020,Azul,Reino Unido,42406,Novo
Renault,Captur,2019,Preto,Portugal,32474,Novo
Renault,Megane,2018,Azul,Portugal,32509,Novo
Volkswagen,Passat,2018,Branco,Polônia,25729,Novo
Peugeot,5008,2022,Cinza,Alemanha,21465,Novo
Renault,Megane,2021,Cinza,Alemanha,17066,Novo
Peugeot,3008,2019,Azul,Países Baixos,34104,Novo
Renault,Talisman,2018,Preto,Itália,34519,Novo
BMW,X3,2019,Preto,Polônia,56172,Novo
Mercedes,Classe A,2018,Preto,Polônia,45130,Novo
Fiat,Punto,2021,Branco,Países Baixos,16129,Novo
Volkswagen,Polo,2019,Branco,Países Baixos,25759,Novo
Ford,Mondeo,2021,Vermelho,Reino Unido,31015,Novo
Audi,A4,2022,Cinza,Polônia,57724,Novo
Audi,Q5,2022,Azul,Portugal,69003,Novo
Ford,Fiesta,2019,Branco,Alemanha,36779,Novo
BMW,Serie 3,2019,Azul,Reino Unido,72799,Novo
Fiat,Punto,2021,Preto,Países Baixos,24533,Novo
Volkswagen,Passat,2021,Preto,Países Baixos,29251,Novo
Volkswagen,Golf,2021,Azul,Polônia,34084,Novo
Volkswagen,Tiguan,2022,Azul,Polônia,26506,Novo
Audi,A4,2021,Branco,Polônia,73590,Novo
Mercedes,Classe C,2019,Prata,Espanha,70909,Novo
Mercedes,Classe A,2018,Preto,Alemanha,82117,Novo
Volkswagen,Polo,2021,Preto,Alemanha,30124,Novo
Renault,Clio,2018,Branco,Portugal,29653,Novo
Renault,Captur,2020,Branco,Itália,26252,Novo
Mercedes,GLA,2020,Azul,Itália,89140,Novo
Volkswagen,Passat,2019,Azul,Portugal,18602,Novo
Renault,Talisman,2021,Prata,Portugal,26773,Novo
Ford,Focus,2018,Branco,França,31607,Novo
Mercedes,GLC,2022,Azul,Alemanha,32429,Novo
BMW,Serie 5,2021,Preto,Reino Unido,62685,Novo
Audi,Q5,2019,Cinza,Espanha,48352,Novo
Audi,Q5,2021,Preto,Itália,58153,Novo
Volkswagen,Passat,2021,Azul,Portugal,21273,Novo
BMW,X1,2021,Preto,Alemanha,53100,Novo
Mercedes,Classe C,2018,Cinza,Itália,58185,Novo
BMW,Serie 3,2021,Branco,Polônia,61233,Novo
Audi,Q3,2022,Branco,Portugal,30099,Novo
Renault,Clio,2021,Cinza,França,18330,Novo
Renault,Talisman,2022,Preto,Reino Unido,19760,Novo
Audi,Q5,2022,Verde,França,69463,Novo
Fiat,Punto,2018,Preto,Alemanha,13589,Novo
Renault,Megane,2019,Vermelho,Reino Unido,32428,Novo
Fiat,Punto,2022,Branco,Países Baixos,16332,Novo
BMW,Serie 1,2020,Azul,Itália,61923,Novo
Mercedes,Classe A,2020,Branco,Reino Unido,50276,Novo
Ford,Mondeo,2020,Preto,Portugal,20775,Novo
Volkswagen,Golf,2020,Cinza,Espanha,23991,Novo
Renault,Talisman,2022,Preto,Polônia,34157,Novo
BMW,Serie 5,2021,Branco,Polônia,42887,Novo
Mercedes,GLA,2019,Azul,Reino Unido,52658,Novo
Ford,Mondeo,2020,Preto,Países Baixos,36615,Novo
Ford,Fiesta,2020,Branco,França,27792,Novo
BMW,Serie 1,2020,Branco,Itália,65155,Novo
Mercedes,Classe C,2021,Vermelho,Polônia,67849,Novo
Volkswagen,Polo,2019,Cinza,França,27583,Novo
Fiat,Panda,2020,Branco,Países Baixos,15622,Novo
Volkswagen,Polo,2018,Verde,Países Baixos,25901,Novo
Volkswagen,Tiguan,2019,Cinza,Alemanha,21530,Novo
Audi,A4,2019,Cinza,Polônia,67794,Novo
Fiat,Panda,2019,Preto,Itália,14947,Novo
BMW,Serie 5,2021,Branco,Alemanha,63711,Novo
Audi,A4,2022,Cinza,Países Baixos,45820,Novo
Ford,Focus,2018,Prata,França,28755,Novo
Mercedes,GLC,2018,Prata,Portugal,67991,Novo
Mercedes,Classe A,2019,Vermelho,Países Baixos,46191,Novo
Audi,Q5,2019,Branco,Reino Unido,35096,Novo
Mercedes,GLA,2018,Cinza,Países Baixos,86922,Novo
Renault,Clio,2020,Cinza,Espanha,25797,Novo
Fiat,Panda,2018,Vermelho,Polônia,13289,Novo
Peugeot,3008,2019,Preto,Reino Unido,20152,Novo
Mercedes,Classe A,2018,Vermelho,Espanha,48882,Novo
BMW,Serie 3,2022,Azul,Países Baixos,70477,Novo
Audi,A4,2018,Preto,Itália,57954,Novo
Ford,Kuga,2019,Azul,Países Baixos,35441,Novo
Peugeot,308,2018,Preto,Países Baixos,18555,Novo
Ford,Fiesta,2020,Branco,Espanha,29077,Novo
Mercedes,GLA,2022,Preto,Polônia,47019,Novo
Ford,Focus,2021,Vermelho,Reino Unido,34546,Novo
Volkswagen,Polo,2019,Branco,Alemanha,42785,Novo
Volkswagen,Tiguan,2019,Vermelho,Itália,22955,Novo
Renault,Megane,2022,Branco,Países Baixos,15999,Novo
Mercedes,Classe A,2021,Azul,Países Baixos,85623,Novo
Ford,Kuga,2019,Cinza,Espanha,28459,Novo
Audi,Q3,2022,Verde,Portugal,38021,Novo
Volkswagen,Passat,2018,Prata,Portugal,28732,Novo
BMW,Serie 3,2018,Branco,Itália,46842,Novo
Renault,Talisman,2020,Preto,Alemanha,29384,Novo
Audi,Q5,2018,Prata,Portugal,65530,Novo
Volkswagen,Tiguan,2019,Cinza,Países Baixos,26257,Novo
Peugeot,308,2021,Azul,Espanha,37887,Novo
Ford,Kuga,2022,Azul,Itália,33738,Novo
Renault,Megane,2020,Preto,Itália,24443,Novo
Audi,A4,2022,Cinza,Espanha,79239,Novo
Mercedes,GLA,2021,Preto,Reino Unido,57544,Novo
Mercedes,Classe A,2018,Prata,Alemanha,44513,Novo
Mercedes,GLA,2019,Preto,Espanha,56556,Novo
BMW,X1,2018,Cinza,Portugal,48611,Novo
Volkswagen,Tiguan,2020,Preto,Portugal,32107,Novo
Renault,Talisman,2019,Azul,Portugal,30187,Novo
Ford,Fiesta,2022,Branco,Polônia,35571,Novo
Mercedes,Classe A,2018,Preto,Espanha,82016,Novo
Audi,Q5,2022,Vermelho,Alemanha,83439,Novo
Mercedes,GLC,2018,Azul,Países Baixos,54774,Novo
Volkswagen,Tiguan,2020,Preto,Reino Unido,20692,Novo
Audi,A3,2019,Cinza,Espanha,61778,Novo
Renault,Captur,2019,Branco,Países Baixos,24647,Novo
Audi,Q5,2020,Cinza,Países Baixos,51574,Novo
Renault,Megane,2019,Preto,Reino Unido,21047,Novo
Volkswagen,Tiguan,2021,Cinza,Países Baixos,19324,Novo
Audi,Q3,2021,Branco,Portugal,62134,Novo
Peugeot,5008,2019,Branco,Alemanha,31850,Novo
BMW,Serie 1,2019,Cinza,Espanha,78939,Novo
Renault,Megane,2020,Preto,Espanha,15857,Novo
Peugeot,5008,2019,Verde,Alemanha,24323,Novo
Ford,Focus,2019,Vermelho,Reino Unido,26986,Novo
Renault,Captur,2018,Azul,Alemanha,24739,Novo
Mercedes,Classe A,2018,Branco,França,37775,Novo
Peugeot,3008,2018,Cinza,França,16627,Novo
Audi,A4,2019,Cinza,França,39670,Novo
Volkswagen,Passat,2021,Cinza,Reino Unido,26268,Novo
Volkswagen,Passat,2021,Azul,Alemanha,26127,Novo
Audi,Q3,2020,Prata,França,44150,Novo
Mercedes,Classe A,2018,Branco,Países Baixos,52340,Novo
Fiat,Tipo,2018,Preto,Espanha,22798,Novo
Ford,Mondeo,2022,Branco,Portugal,35570,Novo
Volkswagen,Passat,2018,Azul,Itália,25016,Novo
Audi,A4,2021,Azul,Portugal,80470,Novo
Ford,Kuga,2019,Branco,Polônia,20446,Novo
Mercedes,Classe C,2020,Cinza,Polônia,30653,Novo
Audi,A3,2019,Preto,Portugal,35150,Novo
BMW,Serie 1,2019,Preto,Países Baixos,37823,Novo
Volkswagen,Polo,2018,Cinza,Países Baixos,33303,Novo
Volkswagen,Passat,2020,Branco,Reino Unido,32871,Novo
BMW,Serie 1,2021,Preto,Portugal,52078,Novo
Fiat,500,2022,Cinza,Itália,14205,Novo
Ford,Fiesta,2020,Vermelho,Portugal,25583,Novo
Audi,A3,2018,Azul,Portugal,71733,Novo
Ford,Focus,2018,Cinza,Alemanha,17077,Novo
Fiat,500,2020,Vermelho,Itália,16442,Novo
Fiat,Punto,2020,Vermelho,Portugal,23088,Novo
Audi,A4,2021,Cinza,Polônia,69431,Novo
Peugeot,308,2021,Cinza,França,22376,Novo
Volkswagen,Passat,2021,Preto,Países Baixos,26238,Novo
Peugeot,308,2022,Cinza,França,32283,Novo
Mercedes,Classe A,2020,Prata,Polônia,86415,Novo
Ford,Kuga,2021,Vermelho,Países Baixos,39997,Novo
Fiat,500,2018,Azul,Reino Unido,23859,Novo
Peugeot,3008,2020,Vermelho,Alemanha,24596,Novo
Fiat,500,2020,Cinza,Alemanha,26718,Novo
Mercedes,GLC,2019,Cinza,Polônia,51411,Novo
Ford,Focus,2022,Branco,Polônia,21654,Novo
Audi,Q5,2020,Branco,Alemanha,54458,Novo
Mercedes,GLC,2019,Preto,Países Baixos,41464,Novo
Fiat,Tipo,2020,Prata,Espanha,13444,Novo
Fiat,Tipo,2018,Cinza,Reino Unido,21859,Novo
Fiat,Panda,2019,Vermelho,França,19865,Novo
BMW,X1,2020,Preto,França,62768,Novo
Renault,Clio,2018,Branco,Alemanha,27863,Novo
Ford,Mondeo,2020,Preto,Países Baixos,30827,Novo
Audi,Q5,2019,Cinza,Reino Unido,54389,Novo
Volkswagen,Passat,2020,Cinza,França,24003,Novo
Renault,Megane,2020,Verde,Espanha,15447,Novo
BMW,Serie 1,2020,Vermelho,França,33961,Novo
Mercedes,GLA,2018,Cinza,Alemanha,59115,Novo
Ford,Mondeo,2019,Branco,Reino Unido,35266,Novo
Ford,Mondeo,2022,Preto,Portugal,37292,Novo
Ford,Focus,2019,Prata,Reino Unido,19644,Novo
Renault,Talisman,2019,Branco,Alemanha,24973,Novo
Fiat,Punto,2018,Verde,Alemanha,20533,Novo
Audi,A3,2020,Preto,França,80407,Novo
BMW,Serie 5,2018,Azul,Itália,55051,Novo
Peugeot,3008,2022,Branco,Espanha,33753,Novo
BMW,Serie 1,2019,Prata,Itália,58099,Novo
Renault,Talisman,2022,Branco,Espanha,33678,Novo
Volkswagen,Tiguan,2019,Preto,França,30908,Novo
Mercedes,Classe C,2021,Prata,Polônia,66225,Novo
Volkswagen,Polo,2022,Vermelho,Portugal,21747,Novo
Mercedes,GLC,2021,Azul,Portugal,67514,Novo
Volkswagen,Golf,2019,Azul,Países Baixos,30130,Novo
Audi,A3,2020,Branco,Portugal,79939,Novo
Volkswagen,Polo,2018,Prata,Países Baixos,42812,Novo
BMW,Serie 3,2018,Branco,França,76519,Novo
Fiat,Panda,2019,Cinza,Espanha,12521,Novo
Mercedes,GLA,2018,Cinza,Portugal,62555,Novo
Volkswagen,Tiguan,2020,Prata,França,39302,Novo
Renault,Clio,2019,Azul,Espanha,26169,Novo
Volkswagen,Tiguan,2021,Cinza,Espanha,19828,Novo
Fiat,Panda,2022,Verde,Portugal,27614,Novo
Audi,A3,2021,Cinza,Reino Unido,46630,Novo
Peugeot,3008,2022,Preto,Países Baixos,37398,Novo
Volkswagen,Golf,2019,Verde,Países Baixos,27785,Novo
Mercedes,GLA,2018,Preto,Polônia,76792,Novo
Mercedes,GLC,2020,Branco,Países Baixos,86453,Novo
Ford,Fiesta,2019,Verde,Reino Unido,33592,Novo
Peugeot,308,2022,Branco,Reino Unido,27274,Novo
Mercedes,GLA,2019,Preto,Portugal,55733,Novo
Audi,Q3,2020,Preto,Polônia,39318,Novo
Renault,Clio,2022,Preto,Espanha,26158,Novo
Ford,Mondeo,2020,Cinza,Alemanha,25024,Novo
BMW,X1,2019,Branco,Alemanha,56520,Novo
Ford,Focus,2020,Branco,Alemanha,35188,Novo
Peugeot,5008,2021,Branco,Portugal,18453,Novo
BMW,Serie 5,2020,Verde,Espanha,61478,Novo
Renault,Clio,2022,Branco,Polônia,21581,Novo
Peugeot,3008,2020,Azul,Reino Unido,37308,Novo
Volkswagen,Polo,2021,Preto,Portugal,33599,Novo
Renault,Megane,2022,Verde,Itália,29248,Novo
Renault,Captur,2021,Preto,Itália,19439,Novo
Fiat,500,2019,Branco,França,18303,Novo
Ford,Focus,2018,Branco,Países Baixos,34357,Novo
Peugeot,3008,2021,Cinza,Alemanha,25723,Novo
Audi,Q3,2020,Preto,Reino Unido,40138,Novo
Ford,Mondeo,2021,Cinza,Portugal,25242,Novo
Volkswagen,Passat,2022,Branco,Itália,39075,Novo
Mercedes,Classe A,2021,Branco,Espanha,60660,Novo
Renault,Megane,2021,Branco,Espanha,25010,Novo
Volkswagen,Passat,2020,Preto,Alemanha,31606,Novo
Volkswagen,Passat,2021,Azul,Itália,38424,Novo
Mercedes,GLA,2019,Cinza,Polônia,55486,Novo
Renault,Captur,2022,Cinza,Alemanha,25148,Novo
Audi,Q3,2022,Cinza,Portugal,73490,Novo
BMW,Serie 3,2022,Cinza,Itália,32678,Novo
Fiat,Punto,2020,Preto,Portugal,23279,Novo
Ford,Mondeo,2022,Cinza,Portugal,23357,Novo
Peugeot,208,2019,Cinza,Portugal,27239,Novo
Volkswagen,Polo,2019,Prata,Alemanha,34835,Novo
Ford,Focus,2019,Prata,França,20468,Novo
Ford,Focus,2018,Cinza,Reino Unido,31003,Novo
Fiat,Tipo,2018,Preto,Espanha,21784,Novo
BMW,Serie 1,2019,Branco,Itália,62339,Novo
Ford,Kuga,2022,Branco,Itália,29361,Novo
BMW,Serie 3,2020,Branco,Espanha,68344,Novo
