Marca,Modelo,Ano,Cor,País,Preço (€),Quilometragem (km),Tipo
Renault,Captur,2013,Preto,Portugal,7955,29550,Usado
Renault,Clio,2008,Cinza,Itália,34843,32037,Usado
Mercedes,GLC,2005,Preto,França,14445,121066,Usado
Audi,A3,2007,Branco,Itália,29352,114832,Usado
Peugeot,3008,2005,Cinza,Alemanha,54947,60109,Usado
Mercedes,Classe A,2002,Preto,Espanha,57953,147866,Usado
Mercedes,GLA,2016,Branco,Países Baixos,7846,234452,Usado
Ford,Kuga,2018,Branco,Portugal,19759,91248,Usado
Audi,Q5,2000,Branco,Espanha,14586,162826,Usado
Peugeot,208,2006,Cinza,França,14570,184439,Usado
Renault,Captur,2003,Preto,Espanha,49728,206759,Usado
Peugeot,208,2000,Azul,Portugal,3240,222437,Usado
Volkswagen,Golf,2017,Cinza,Polônia,41946,153941,Usado
Peugeot,208,2001,Cinza,Países Baixos,29223,242194,Usado
Renault,Clio,2018,Verde,Espanha,5586,49171,Usado
Volkswagen,Passat,2016,Cinza,Polônia,25573,187285,Usado
BMW,Serie 5,2015,Azul,Países Baixos,36450,95944,Usado
Peugeot,308,2010,Vermelho,Espanha,50032,117541,Usado
Fiat,500,2022,Vermelho,França,12677,161171,Usado
Fiat,500,2021,Cinza,França,29328,244682,Usado
Mercedes,GLA,2013,Branco,França,33270,227688,Usado
Peugeot,3008,2022,Branco,Países Baixos,28191,74211,Usado
Audi,Q5,2014,Branco,Polônia,56026,177083,Usado
Peugeot,208,2000,Verde,Reino Unido,15866,128666,Usado
Peugeot,208,2004,Prata,Reino Unido,21661,197305,Usado
Renault,Megane,2014,Vermelho,Alemanha,11457,76536,Usado
Audi,A4,2015,Cinza,Polônia,26227,245843,Usado
Ford,Mondeo,2020,Vermelho,Polônia,47943,170720,Usado
Fiat,Panda,2003,Azul,Países Baixos,43005,11760,Usado
Audi,Q5,2003,Azul,Espanha,32726,66400,Usado
Fiat,Punto,2019,Branco,Reino Unido,38652,9299,Usado
Audi,Q5,2018,Preto,França,5517,136043,Usado
BMW,Serie 1,2000,Preto,França,53016,115682,Usado
Volkswagen,Tiguan,2009,Preto,Itália,10577,96918,Usado
Audi,Q5,2007,Verde,Espanha,14940,222818,Usado
Fiat,Tipo,2008,Azul,Alemanha,39152,206471,Usado
Mercedes,GLC,2019,Cinza,Reino Unido,53797,32519,Usado
Volkswagen,Polo,2002,Branco,Portugal,54876,20026,Usado
Audi,A4,2010,Vermelho,Países Baixos,11210,47393,Usado
Ford,Mondeo,2002,Prata,Portugal,54925,230475,Usado
Ford,Fiesta,2001,Azul,Itália,20538,230389,Usado
Volkswagen,Golf,2009,Branco,Portugal,39437,122128,Usado
Ford,Focus,2011,Branco,Itália,33909,105210,Usado
Renault,Talisman,2022,Azul,Alemanha,52729,79611,Usado
Audi,Q5,2018,Cinza,Alemanha,56359,181687,Usado
Renault,Talisman,2012,Branco,Portugal,52705,22968,Usado
Fiat,Tipo,2002,Preto,Países Baixos,6556,122083,Usado
Ford,Fiesta,2004,Branco,Países Baixos,19708,25796,Usado
Ford,Focus,2001,Cinza,Espanha,9987,42249,Usado
Audi,Q5,2016,Prata,França,49860,29143,Usado
BMW,X1,2010,Cinza,Portugal,32844,207870,Usado
Fiat,Punto,2010,Azul,França,36107,9134,Usado
Audi,Q5,2006,Branco,Portugal,5972,144885,Usado
Fiat,Punto,2005,Azul,Países Baixos,28571,72661,Usado
Renault,Clio,2017,Branco,França,43363,114488,Usado
Fiat,500,2019,Verde,Polônia,23853,60404,Usado
Audi,Q3,2022,Branco,Espanha,32826,139225,Usado
Peugeot,3008,2021,Prata,Reino Unido,19203,249840,Usado
Volkswagen,Golf,2013,Cinza,Polônia,26989,191235,Usado
Ford,Mondeo,2005,Branco,Portugal,53396,142565,Usado
Fiat,500,2009,Preto,Países Baixos,8429,248697,Usado
Fiat,500,2009,Prata,Reino Unido,39625,143718,Usado
Peugeot,5008,2005,Preto,Espanha,7941,6097,Usado
Ford,Mondeo,2018,Preto,Polônia,26956,101642,Usado
Renault,Clio,2009,Azul,Portugal,48785,225847,Usado
Mercedes,Classe A,2008,Branco,Polônia,17695,84423,Usado
Fiat,Panda,2000,Branco,Polônia,40927,89747,Usado
Renault,Clio,2015,Branco,Polônia,35072,187745,Usado
Fiat,Punto,2016,Vermelho,Portugal,57118,102985,Usado
Audi,Q3,2007,Cinza,Reino Unido,5434,232963,Usado
Fiat,Panda,2007,Azul,Países Baixos,5811,119524,Usado
Peugeot,308,2015,Cinza,Polônia,37788,101123,Usado
Audi,A3,2005,Azul,Itália,7057,160436,Usado
Fiat,Panda,2005,Preto,Reino Unido,16803,153340,Usado
Fiat,Tipo,2013,Branco,Países Baixos,41840,133029,Usado
BMW,Serie 3,2000,Azul,Itália,13023,24844,Usado
Volkswagen,Tiguan,2000,Verde,Polônia,19819,240469,Usado
Ford,Mondeo,2015,Azul,Reino Unido,28796,87584,Usado
Audi,Q3,2009,Preto,Itália,42784,231891,Usado
Mercedes,Classe C,2006,Cinza,Reino Unido,23289,56999,Usado
Audi,A3,2011,Branco,Portugal,44848,216683,Usado
Audi,A3,2017,Cinza,Polônia,24306,28645,Usado
Volkswagen,Polo,2018,Vermelho,Alemanha,45541,180958,Usado
BMW,Serie 5,2005,Vermelho,Portugal,31798,87163,Usado
Renault,Talisman,2007,Cinza,Alemanha,4076,188098,Usado
Mercedes,GLA,2013,Cinza,Alemanha,31865,144544,Usado
BMW,X1,2021,Branco,Espanha,26779,198074,Usado
Fiat,500,2011,Vermelho,Alemanha,9220,158709,Usado
Renault,Clio,2003,Prata,Itália,35841,35156,Usado
Peugeot,5008,2007,Azul,Reino Unido,34220,63499,Usado
Mercedes,GLC,2003,Cinza,Espanha,58496,17092,Usado
Peugeot,3008,2002,Vermelho,Espanha,22850,169228,Usado
BMW,X3,2011,Prata,Países Baixos,43136,87583,Usado
Mercedes,Classe C,2019,Preto,França,5210,57756,Usado
Fiat,Punto,2016,Preto,Países Baixos,25298,113893,Usado
Volkswagen,Golf,2002,Preto,Reino Unido,22349,111769,Usado
BMW,Serie 3,2005,Preto,Reino Unido,50008,106783,Usado
Peugeot,5008,2006,Preto,Polônia,4694,89711,Usado
BMW,X1,2000,Prata,Itália,16080,225765,Usado
Ford,Kuga,2019,Cinza,Países Baixos,18899,65485,Usado
Volkswagen,Golf,2009,Vermelho,Itália,28581,196692,Usado
Audi,A4,2008,Preto,Itália,26780,135909,Usado
Volkswagen,Golf,2014,Azul,Espanha,48136,175657,Usado
Peugeot,3008,2012,Cinza,Países Baixos,9221,143488,Usado
Renault,Megane,2004,Branco,Itália,57098,229893,Usado
Ford,Mondeo,2016,Branco,Portugal,13319,62614,Usado
BMW,Serie 3,2012,Branco,Países Baixos,32782,177636,Usado
Audi,Q3,2022,Verde,Itália,16817,218530,Usado
BMW,Serie 1,2004,Branco,Países Baixos,25994,173680,Usado
Ford,Focus,2008,Cinza,Reino Unido,48977,103277,Usado
Renault,Megane,2006,Preto,Portugal,59495,216148,Usado
Volkswagen,Golf,2020,Verde,Espanha,34632,139298,Usado
Mercedes,GLC,2008,Cinza,Alemanha,59448,40594,Usado
Ford,Kuga,2004,Prata,Espanha,37690,60710,Usado
Ford,Fiesta,2005,Preto,Países Baixos,38491,95113,Usado
Mercedes,GLA,2009,Vermelho,Polônia,6841,71829,Usado
BMW,Serie 5,2017,Branco,Espanha,38892,59623,Usado
Mercedes,GLA,2020,Branco,Espanha,26953,175391,Usado
Renault,Captur,2020,Verde,Reino Unido,19134,208897,Usado
BMW,X3,2006,Cinza,Portugal,12916,80171,Usado
Peugeot,3008,2011,Azul,França,17443,38180,Usado
Mercedes,Classe C,2007,Cinza,Portugal,33865,98443,Usado
BMW,Serie 5,2021,Cinza,Alemanha,39471,210199,Usado
Peugeot,308,2000,Preto,Alemanha,36449,122841,Usado
Renault,Megane,2021,Cinza,Alemanha,39991,142412,Usado
Audi,A4,2001,Branco,França,34213,156541,Usado
Ford,Focus,2001,Azul,Portugal,26272,24860,Usado
BMW,X1,2002,Azul,Itália,34138,217284,Usado
Mercedes,Classe C,2009,Azul,Reino Unido,50710,167171,Usado
Renault,Captur,2013,Preto,Espanha,26964,99054,Usado
BMW,Serie 5,2020,Branco,Reino Unido,42838,78689,Usado
Audi,A4,2003,Cinza,Portugal,9116,113041,Usado
Peugeot,308,2008,Branco,França,49503,181359,Usado
Renault,Megane,2005,Preto,Alemanha,9087,152913,Usado
Volkswagen,Golf,2002,Azul,Reino Unido,19027,80241,Usado
Renault,Captur,2015,Preto,Alemanha,19737,221002,Usado
Volkswagen,Tiguan,2022,Cinza,Países Baixos,52385,193262,Usado
Peugeot,5008,2022,Cinza,Países Baixos,46646,225344,Usado
BMW,Serie 5,2004,Cinza,Reino Unido,44520,58373,Usado
BMW,Serie 5,2021,Vermelho,Países Baixos,20937,44109,Usado
BMW,X3,2018,Preto,Polônia,37559,19437,Usado
Ford,Mondeo,2004,Preto,Itália,29092,105092,Usado
Volkswagen,Tiguan,2017,Verde,Polônia,27746,77100,Usado
Peugeot,308,2018,Preto,Portugal,6029,225589,Usado
Ford,Kuga,2008,Cinza,Polônia,41256,117710,Usado
BMW,X3,2021,Preto,França,3893,225275,Usado
Volkswagen,Golf,2006,Cinza,Polônia,9815,248132,Usado
Ford,Mondeo,2002,Preto,Países Baixos,35696,128002,Usado
Volkswagen,Polo,2004,Preto,Itália,26725,210962,Usado
Mercedes,GLA,2017,Preto,França,26975,121767,Usado
Audi,A4,2010,Branco,Países Baixos,4714,181075,Usado
Ford,Fiesta,2014,Branco,Alemanha,17711,104699,Usado
Mercedes,GLC,2009,Cinza,Países Baixos,40843,203012,Usado
Peugeot,3008,2000,Azul,Polônia,39374,90425,Usado
Ford,Kuga,2004,Cinza,Portugal,6948,147464,Usado
Fiat,Punto,2004,Branco,Países Baixos,28919,133912,Usado
Volkswagen,Passat,2000,Preto,Polônia,50828,74774,Usado
BMW,X1,2011,Vermelho,Reino Unido,19343,19134,Usado
Peugeot,208,2005,Cinza,Alemanha,29664,92679,Usado
Renault,Captur,2000,Cinza,Espanha,46219,177101,Usado
Renault,Megane,2010,Prata,Espanha,33871,140480,Usado
Audi,Q3,2013,Azul,Itália,12001,84232,Usado
BMW,Serie 3,2019,Cinza,Países Baixos,37824,91779,Usado
Audi,Q3,2021,Vermelho,França,21862,61788,Usado
Peugeot,308,2009,Preto,Itália,51760,203339,Usado
Fiat,Panda,2009,Prata,Portugal,16857,193408,Usado
Renault,Megane,2014,Branco,França,6838,101349,Usado
Volkswagen,Passat,2013,Preto,Países Baixos,10706,146492,Usado
Volkswagen,Golf,2008,Vermelho,Países Baixos,15489,197664,Usado
Mercedes,GLA,2000,Vermelho,Países Baixos,31942,97919,Usado
Ford,Kuga,2000,Prata,Países Baixos,5515,234240,Usado
Volkswagen,Passat,2017,Preto,Países Baixos,52686,84590,Usado
Volkswagen,Tiguan,2003,Vermelho,Países Baixos,12417,201568,Usado
Fiat,500,2004,Cinza,Alemanha,28522,217413,Usado
Renault,Talisman,2019,Preto,Itália,38551,163353,Usado
Fiat,Panda,2018,Vermelho,Espanha,29647,176078,Usado
Ford,Fiesta,2014,Verde,Países Baixos,59600,97242,Usado
BMW,Serie 1,2013,Preto,Polônia,18634,55077,Usado
Audi,Q3,2007,Azul,Reino Unido,29209,89161,Usado
Peugeot,5008,2009,Preto,Alemanha,57426,232932,Usado
Volkswagen,Tiguan,2006,Cinza,Itália,30612,103850,Usado
Fiat,Punto,2014,Cinza,Alemanha,58328,160211,Usado
Fiat,Tipo,2009,Branco,Portugal,44966,230236,Usado
Renault,Captur,2011,Prata,Polônia,24893,19572,Usado
BMW,X1,2015,Vermelho,Países Baixos,43859,5706,Usado
Ford,Mondeo,2017,Branco,Países Baixos,29418,181296,Usado
Peugeot,208,2012,Verde,Polônia,41451,77010,Usado
Ford,Mondeo,2004,Cinza,Polônia,13798,180270,Usado
Audi,Q5,2005,Cinza,Espanha,46519,133866,Usado
Mercedes,Classe C,2020,Vermelho,Países Baixos,17359,115157,Usado
Volkswagen,Passat,2011,Vermelho,Espanha,54429,222012,Usado
Renault,Talisman,2003,Cinza,Países Baixos,27442,8140,Usado
Ford,Fiesta,2007,Preto,Itália,54638,243569,Usado
Ford,Mondeo,2008,Preto,Países Baixos,24610,36385,Usado
Mercedes,GLA,2004,Verde,Alemanha,10933,114940,Usado
Renault,Megane,2006,Cinza,Espanha,53529,124287,Usado
Renault,Talisman,2014,Prata,Alemanha,43964,211852,Usado
Mercedes,GLA,2010,Preto,Espanha,47701,109208,Usado
Peugeot,3008,2015,Prata,Países Baixos,30190,63894,Usado
Audi,A4,2007,Cinza,Países Baixos,49368,107040,Usado
Volkswagen,Golf,2018,Cinza,Itália,34669,9998,Usado
Volkswagen,Polo,2014,Branco,França,37708,48579,Usado
Peugeot,308,2010,Branco,França,13918,196123,Usado
BMW,X3,2022,Preto,França,48782,49647,Usado
Renault,Megane,2015,Azul,Itália,3409,142610,Usado
Fiat,Tipo,2017,Branco,França,38858,50076,Usado
Renault,Captur,2016,Vermelho,Países Baixos,59142,19459,Usado
Audi,A3,2019,Vermelho,Alemanha,57023,71421,Usado
Volkswagen,Passat,2007,Branco,Alemanha,13793,24243,Usado
Mercedes,Classe A,2003,Branco,Alemanha,55021,158841,Usado
Ford,Focus,2022,Preto,França,32999,25717,Usado
Renault,Megane,2013,Preto,Países Baixos,55003,215946,Usado
BMW,X1,2005,Branco,Itália,40853,93502,Usado
Fiat,500,2017,Azul,Alemanha,53272,20423,Usado
Renault,Talisman,2022,Branco,França,24941,16114,Usado
Ford,Kuga,2003,Preto,Polônia,36056,157027,Usado
Ford,Mondeo,2011,Prata,Reino Unido,58240,150043,Usado
BMW,X3,2009,Branco,Portugal,17474,153676,Usado
Ford,Mondeo,2004,Azul,Países Baixos,3149,157590,Usado
Ford,Fiesta,2002,Azul,Países Baixos,23937,235252,Usado
Mercedes,Classe A,2011,Cinza,Polônia,43862,211946,Usado
Ford,Kuga,2015,Vermelho,Portugal,54624,226389,Usado
Audi,Q5,2013,Azul,Reino Unido,56445,193220,Usado
Mercedes,Classe A,2011,Prata,Alemanha,48955,152227,Usado
Audi,A4,2005,Vermelho,Portugal,6385,207730,Usado
Volkswagen,Golf,2018,Cinza,Polônia,32708,40868,Usado
Mercedes,Classe A,2001,Preto,Alemanha,56467,159276,Usado
BMW,Serie 1,2015,Cinza,França,59571,169469,Usado
Volkswagen,Polo,2001,Verde,Reino Unido,28730,212004,Usado
Audi,A4,2020,Preto,Países Baixos,21100,213560,Usado
Volkswagen,Polo,2001,Preto,Reino Unido,30577,122855,Usado
Renault,Clio,2015,Preto,Espanha,27333,96031,Usado
Fiat,Panda,2006,Branco,Países Baixos,39997,27692,Usado
Audi,A3,2012,Branco,França,10011,233486,Usado
Mercedes,Classe A,2019,Branco,Espanha,13711,173741,Usado
Volkswagen,Polo,2006,Cinza,Alemanha,7797,96891,Usado
Ford,Focus,2001,Vermelho,Itália,7486,112952,Usado
Ford,Mondeo,2018,Cinza,Alemanha,7735,34290,Usado
Fiat,500,2014,Preto,Espanha,43402,122274,Usado
Volkswagen,Golf,2019,Branco,Alemanha,11766,136242,Usado
Ford,Kuga,2004,Branco,Polônia,27175,35431,Usado
Fiat,500,2019,Preto,Portugal,13176,39446,Usado
Mercedes,GLC,2013,Azul,Portugal,13352,90017,Usado
Renault,Megane,2000,Preto,Reino Unido,23835,22330,Usado
Renault,Clio,2013,Preto,Países Baixos,40684,176598,Usado
Mercedes,GLA,2018,Preto,Espanha,18129,41646,Usado
Ford,Mondeo,2018,Cinza,Países Baixos,6692,240610,Usado
Audi,A4,2008,Preto,Polônia,19889,170565,Usado
Peugeot,308,2006,Prata,França,34031,130309,Usado
Audi,Q3,2019,Preto,Portugal,43592,38449,Usado
Mercedes,GLA,2012,Prata,França,25139,96935,Usado
Audi,A4,2004,Prata,Itália,35261,25563,Usado
BMW,Serie 1,2002,Preto,Alemanha,51965,220176,Usado
BMW,Serie 1,2022,Cinza,Portugal,36082,216272,Usado
Renault,Captur,2009,Azul,Reino Unido,5404,111370,Usado
Mercedes,Classe A,2020,Preto,Reino Unido,21662,40968,Usado
Ford,Focus,2016,Preto,Países Baixos,12921,90055,Usado
Volkswagen,Passat,2006,Verde,Países Baixos,33818,142539,Usado
Mercedes,GLA,2020,Branco,Polônia,19044,129891,Usado
BMW,Serie 3,2014,Branco,Espanha,42811,216524,Usado
Peugeot,208,2002,Cinza,Portugal,22525,45522,Usado
Volkswagen,Tiguan,2020,Branco,Alemanha,36907,216993,Usado
Ford,Mondeo,2014,Prata,França,10726,38815,Usado
Audi,Q3,2008,Azul,Itália,6086,232996,Usado
BMW,Serie 1,2012,Azul,Portugal,51363,10288,Usado
Ford,Kuga,2003,Preto,Portugal,18862,44271,Usado
Ford,Mondeo,2014,Azul,França,21673,102503,Usado
Ford,Kuga,2014,Cinza,Espanha,49848,228618,Usado
Peugeot,208,2022,Preto,Alemanha,5658,180873,Usado
Mercedes,GLA,2018,Preto,Itália,28589,36387,Usado
Volkswagen,Tiguan,2004,Preto,França,59534,246511,Usado
Renault,Megane,2006,Preto,Itália,24527,197496,Usado
Audi,Q5,2012,Azul,França,41592,44621,Usado
Ford,Kuga,2003,Branco,França,38645,105620,Usado
Mercedes,Classe A,2001,Branco,Polônia,47502,152450,Usado
Fiat,Tipo,2002,Branco,Reino Unido,14820,178889,Usado
Audi,Q3,2000,Preto,Espanha,57785,113508,Usado
Ford,Mondeo,2000,Verde,Itália,9720,102919,Usado
Audi,A3,2011,Preto,França,17795,140818,Usado
Peugeot,208,2006,Azul,Portugal,13218,195908,Usado
Mercedes,Classe A,2000,Preto,Espanha,40102,109366,Usado
Mercedes,GLC,2016,Preto,Itália,54154,113708,Usado
Fiat,Tipo,2001,Preto,Reino Unido,37293,75923,Usado
Renault,Captur,2001,Vermelho,Reino Unido,15890,126212,Usado
Ford,Kuga,2001,Prata,Espanha,32162,233841,Usado
Fiat,Tipo,2008,Preto,Reino Unido,9963,71406,Usado
BMW,Serie 1,2006,Vermelho,Reino Unido,46158,189064,Usado
Volkswagen,Passat,2007,Azul,Países Baixos,48280,52519,Usado
Audi,Q3,2022,Verde,Portugal,35301,227836,Usado
Volkswagen,Passat,2009,Branco,Itália,23641,213048,Usado
Renault,Talisman,2016,Prata,Polônia,24044,183466,Usado
BMW,Serie 5,2004,Azul,Polônia,58820,59936,Usado
Audi,Q3,2022,Cinza,Itália,48578,237288,Usado
Fiat,Tipo,2000,Branco,Itália,27728,192800,Usado
Mercedes,Classe C,2017,Branco,Reino Unido,6361,71189,Usado
Peugeot,5008,2010,Branco,Países Baixos,6364,247273,Usado
Volkswagen,Polo,2001,Azul,Países Baixos,59224,176289,Usado
Peugeot,208,2003,Vermelho,Reino Unido,45808,82200,Usado
Ford,Mondeo,2011,Branco,Países Baixos,23479,219359,Usado
Fiat,Tipo,2019,Branco,Portugal,56089,208000,Usado
Mercedes,Classe C,2014,Branco,Portugal,41972,153683,Usado
Mercedes,Classe C,2021,Cinza,Portugal,24906,21657,Usado
Ford,Focus,2011,Preto,Alemanha,46983,85747,Usado
BMW,Serie 5,2018,Cinza,Alemanha,50136,15167,Usado
Peugeot,3008,2000,Branco,Polônia,25829,67344,Usado
Audi,Q5,2016,Vermelho,Espanha,19552,207029,Usado
Mercedes,GLA,2020,Prata,Itália,11572,111583,Usado
Renault,Clio,2019,Preto,Países Baixos,35745,170650,Usado
Audi,Q5,2015,Verde,Países Baixos,12039,183936,Usado
Renault,Captur,2014,Vermelho,Espanha,41401,81621,Usado
Ford,Mondeo,2021,Preto,Espanha,28843,110185,Usado
BMW,Serie 3,2015,Cinza,Alemanha,8459,151521,Usado
Audi,A4,2018,Preto,Países Baixos,14328,74091,Usado
Renault,Clio,2010,Cinza,Itália,27413,102459,Usado
BMW,X3,2001,Branco,Alemanha,28566,112333,Usado
Renault,Megane,2005,Branco,Países Baixos,29591,207429,Usado
Audi,A3,2004,Cinza,França,57628,208374,Usado
BMW,Serie 5,2000,Preto,Reino Unido,30759,248417,Usado
Volkswagen,Polo,2006,Cinza,Polônia,21014,247851,Usado
Fiat,500,2005,Branco,Portugal,10352,168600,Usado
Ford,Focus,2009,Prata,França,26795,135148,Usado
Renault,Talisman,2007,Preto,Polônia,8217,53971,Usado
Ford,Focus,2009,Prata,Alemanha,17501,178107,Usado
Volkswagen,Polo,2015,Verde,Itália,15386,65336,Usado
BMW,X3,2013,Vermelho,Itália,59563,61097,Usado
Fiat,Panda,2006,Branco,França,22078,155646,Usado
Peugeot,3008,2005,Cinza,Alemanha,44334,76668,Usado
Volkswagen,Passat,2004,Preto,Países Baixos,46963,154121,Usado
Mercedes,GLC,2022,Verde,Polônia,45530,95570,Usado
Audi,Q3,2001,Branco,Portugal,25091,78425,Usado
Renault,Talisman,2003,Cinza,Alemanha,16607,114180,Usado
Volkswagen,Polo,2008,Azul,Alemanha,24770,113332,Usado
Mercedes,GLA,2005,Preto,Portugal,51405,140365,Usado
Volkswagen,Polo,2004,Branco,Polônia,7182,62419,Usado
BMW,Serie 1,2015,Preto,Países Baixos,33206,109027,Usado
Volkswagen,Tiguan,2000,Branco,Portugal,14612,28083,Usado
Ford,Fiesta,2016,Branco,Itália,47699,64604,Usado
BMW,Serie 1,2019,Prata,Espanha,12854,123768,Usado
Ford,Fiesta,2016,Branco,Itália,5116,182421,Usado
Fiat,500,2015,Cinza,França,40810,242079,Usado
Fiat,500,2013,Azul,Reino Unido,10898,7975,Usado
Ford,Fiesta,2015,Preto,Polônia,14150,92354,Usado
Renault,Clio,2006,Azul,Polônia,17615,188951,Usado
Ford,Focus,2022,Cinza,Itália,28945,69240,Usado
Ford,Fiesta,2008,Azul,Espanha,3184,240768,Usado
Volkswagen,Passat,2010,Prata,Alemanha,7986,93639,Usado
Volkswagen,Tiguan,2022,Vermelho,França,17615,212755,Usado
Peugeot,5008,2013,Vermelho,Reino Unido,46282,211632,Usado
Fiat,Tipo,2010,Vermelho,Países Baixos,20507,185900,Usado
Peugeot,3008,2013,Preto,Espanha,12110,168790,Usado
Volkswagen,Passat,2011,Preto,Espanha,20237,240792,Usado
Audi,Q3,2016,Branco,França,51975,154569,Usado
Audi,A4,2008,Cinza,Polônia,28406,157322,Usado
Peugeot,308,2021,Prata,Países Baixos,33565,51068,Usado
Audi,A4,2011,Preto,França,32572,102387,Usado
Peugeot,3008,2001,Branco,Polônia,18089,82384,Usado
Mercedes,Classe C,2002,Prata,Países Baixos,48816,158639,Usado
Peugeot,5008,2004,Cinza,Países Baixos,6727,225283,Usado
Mercedes,Classe A,2009,Preto,Espanha,9411,205705,Usado
Peugeot,3008,2012,Prata,Itália,27217,191901,Usado
BMW,Serie 1,2011,Branco,Alemanha,41835,45434,Usado
Fiat,500,2011,Prata,Reino Unido,30521,30072,Usado
Fiat,500,2021,Azul,Reino Unido,29867,142371,Usado
Mercedes,Classe A,2009,Cinza,Países Baixos,37521,133240,Usado
Mercedes,GLC,2004,Preto,Alemanha,22340,60901,Usado
Ford,Focus,2021,Branco,Países Baixos,14270,7305,Usado
BMW,X1,2006,Vermelho,Portugal,26748,54591,Usado
Renault,Talisman,2013,Preto,Países Baixos,24271,70623,Usado
BMW,X1,2014,Prata,Alemanha,28465,131755,Usado
Volkswagen,Golf,2001,Branco,Alemanha,7544,194300,Usado
Renault,Megane,2010,Preto,Polônia,30142,219828,Usado
Volkswagen,Passat,2000,Azul,França,7934,24645,Usado
Fiat,Panda,2016,Prata,Polônia,20124,41582,Usado
Renault,Clio,2010,Branco,Polônia,52091,197299,Usado
Ford,Focus,2008,Azul,França,15780,18038,Usado
Peugeot,5008,2010,Preto,Espanha,48479,125951,Usado
Fiat,Panda,2008,Branco,Itália,43380,133053,Usado
Renault,Megane,2018,Preto,Portugal,53083,39822,Usado
Renault,Clio,2004,Vermelho,Polônia,56590,153708,Usado
Ford,Focus,2010,Preto,Países Baixos,32751,103017,Usado
Peugeot,3008,2008,Azul,Polônia,31307,163403,Usado
Mercedes,GLC,2004,Branco,França,20033,171023,Usado
BMW,Serie 5,2004,Branco,Países Baixos,5175,206579,Usado
BMW,X1,2017,Branco,França,46714,61618,Usado
Volkswagen,Tiguan,2022,Cinza,Alemanha,25647,116286,Usado
Renault,Captur,2019,Cinza,Reino Unido,6989,30450,Usado
Mercedes,GLA,2015,Branco,Países Baixos,6979,160220,Usado
Ford,Mondeo,2021,Cinza,Polônia,29853,152380,Usado
Ford,Mondeo,2005,Vermelho,Alemanha,48015,61863,Usado
Fiat,Punto,2016,Branco,Polônia,32483,111660,Usado
Renault,Captur,2005,Cinza,Portugal,27826,50908,Usado
Audi,Q3,2013,Branco,Espanha,49121,145447,Usado
Ford,Fiesta,2004,Prata,Itália,58405,40712,Usado
Volkswagen,Golf,2006,Azul,Itália,15432,5078,Usado
Audi,A4,2013,Branco,Reino Unido,44591,94343,Usado
Mercedes,Classe A,2021,Vermelho,Alemanha,24122,77259,Usado
Mercedes,GLA,2011,Branco,França,55944,195678,Usado
Audi,A3,2014,Preto,Países Baixos,45469,140320,Usado
Audi,A3,2008,Branco,Espanha,16654,69846,Usado
BMW,Serie 1,2019,Preto,Alemanha,35777,46167,Usado
Mercedes,Classe C,2017,Preto,Portugal,7878,16564,Usado
Mercedes,GLA,2006,Preto,Polônia,21210,235437,Usado
Mercedes,Classe A,2020,Cinza,Itália,50441,130664,Usado
Volkswagen,Tiguan,2012,Vermelho,Alemanha,51806,42990,Usado
BMW,X3,2001,Branco,França,33438,88359,Usado
BMW,Serie 5,2016,Branco,Portugal,28412,140034,Usado
Audi,Q5,2021,Cinza,Espanha,30331,242639,Usado
Ford,Focus,2016,Verde,Polônia,12704,117498,Usado
Fiat,500,2004,Branco,Reino Unido,16181,245460,Usado
Peugeot,5008,2012,Branco,Reino Unido,10474,148760,Usado
Mercedes,Classe C,2020,Branco,Reino Unido,51495,207742,Usado
Renault,Clio,2022,Branco,Itália,42206,237023,Usado
Fiat,Tipo,2007,Branco,França,57826,47533,Usado
BMW,Serie 3,2014,Verde,Espanha,14355,130510,Usado
Peugeot,5008,2010,Preto,Países Baixos,39944,105671,Usado
Mercedes,Classe A,2000,Azul,Itália,37764,197309,Usado
Renault,Clio,2018,Branco,Itália,15237,205896,Usado
Audi,Q5,2015,Verde,Espanha,29557,217115,Usado
Peugeot,3008,2021,Branco,Reino Unido,43898,116153,Usado
Peugeot,5008,2021,Preto,Itália,46127,160772,Usado
Audi,Q3,2003,Cinza,França,48820,18093,Usado
Ford,Focus,2002,Cinza,Países Baixos,59468,56894,Usado
Mercedes,Classe A,2009,Branco,Países Baixos,16589,166337,Usado
Peugeot,3008,2001,Branco,França,43650,33450,Usado
Renault,Megane,2000,Branco,França,14702,124172,Usado
Audi,A4,2017,Cinza,Polônia,53395,116078,Usado
Ford,Fiesta,2013,Azul,Alemanha,49879,54245,Usado
Mercedes,GLA,2007,Branco,Espanha,53051,78815,Usado
Volkswagen,Golf,2000,Preto,Alemanha,38454,61383,Usado
Renault,Megane,2014,Azul,Portugal,10394,135692,Usado
Fiat,Punto,2003,Preto,Polônia,48517,31113,Usado
Audi,Q3,2011,Verde,Polônia,5279,6672,Usado
Fiat,Tipo,2010,Vermelho,Países Baixos,35859,50948,Usado
Ford,Fiesta,2014,Azul,Reino Unido,10067,104203,Usado
Peugeot,308,2020,Azul,Espanha,31396,225915,Usado
Ford,Mondeo,2010,Preto,Países Baixos,21488,231873,Usado
Audi,A3,2005,Cinza,Espanha,5957,160208,Usado
Renault,Megane,2018,Branco,Polônia,39813,140224,Usado
Mercedes,GLC,2010,Vermelho,Portugal,41338,14920,Usado
Renault,Clio,2001,Branco,Polônia,33883,78505,Usado
